nama_instansi,nama_satuan_kerja,tahun_anggaran,cara_pengadaan,metode_pengadaan,jenis_pengadaan,nama_paket,kode_rup,sumber_dana,produk_dalam_negeri,total_nilai,jumlah_paket_realisasi,total_realisasi,persentase_realisasi,status_realisasi
PROVINSI DKI JAKARTA,DINAS PARIWISATA DAN EKONOMI KREATIF - 3.26.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,"Belanja Alat/Bahan untuk Kegiatan Kantor- Bahan Cetak, Belanja Tiket masuk ke Tempat Wsata dan belanj Sewa Bus- kegiatan Pengembangan Pariwisata Ramah Muslim",65979954,APBD,Ya,64707296,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SEKRETARIAT DPRD - 4.02.0.00.0.00.02.0000,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Jasa Konsultansi Kajian Akademis Terkait Kewenangan DKJ urusan Lingkungan Hidup,67084438,APBD,Ya,64693750,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SEKRETARIAT DPRD - 4.02.0.00.0.00.02.0000,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Jasa Konsultansi Kajian Akademis Terkait Kewenangan DKJ urusan Penanaman Modal,67084652,APBD,Ya,64693750,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SEKRETARIAT DPRD - 4.02.0.00.0.00.02.0000,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Jasa Konsultansi Kajian Akademis Terkait Kewenangan DKJ urusan Pengendalian Penduduk dan Keluarga Berencana,67084910,APBD,Ya,64693750,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,"PUSAT HIGIENE PERUSAHAAN, KESELAMATAN DAN KESEHATAN KERJA - 2.07.3.32.3.29.01.0014",2026,Penyedia,E-Purchasing,Jasa Konsultansi,Belanja Jasa Audit/Surveillance ISO,67807169,APBD,Ya,64693750,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SEKRETARIAT DPRD - 4.02.0.00.0.00.02.0000,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Jasa Konsultansi Kajian Akademis Terkait Kewenangan DKJ urusan Perhubungan,67084787,APBD,Ya,64693750,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SEKRETARIAT DPRD - 4.02.0.00.0.00.02.0000,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Jasa Konsultansi Kajian Akademis Terkait Kewenangan DKJ urusan Kesehatan,67036961,APBD,Ya,64693750,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SEKRETARIAT DPRD - 4.02.0.00.0.00.02.0000,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Jasa Konsultansi Kajian Akademis Terkait Kewenangan DKJ urusan Perdagangan,67084759,APBD,Ya,64693750,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SEKRETARIAT DPRD - 4.02.0.00.0.00.02.0000,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Jasa Konsultansi Kajian Akademis Terkait Kewenangan DKJ urusan Perumahan dan Kawasan Pemukiman,67084618,APBD,Ya,64693750,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SEKRETARIAT DPRD - 4.02.0.00.0.00.02.0000,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Jasa Konsultansi Kajian Akademis Terkait Kewenangan DKJ urusan Pendidikan,67084823,APBD,Ya,64693750,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SEKRETARIAT DPRD - 4.02.0.00.0.00.02.0000,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Praktisi Jasa Pengkajian Kelembagaan DPRD 02,65440114,APBD,Ya,64693750,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SEKRETARIAT DPRD - 4.02.0.00.0.00.02.0000,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Jasa Konsultansi Kajian Akademis Terkait Kewenangan DKJ urusan Pariwisata dan Ekonomi Kreatif,65591948,APBD,Ya,64693750,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SEKRETARIAT DPRD - 4.02.0.00.0.00.02.0000,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Jasa Konsultansi Kajian Akademis Terkait Kewenangan DKJ urusan Ketenagakerjaan,67041516,APBD,Ya,64693750,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SEKRETARIAT DPRD - 4.02.0.00.0.00.02.0000,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Jasa Konsultansi Kajian Akademis Terkait Kewenangan DKJ urusan Perindustrian,67084705,APBD,Ya,64693750,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SEKRETARIAT DPRD - 4.02.0.00.0.00.02.0000,2026,Penyedia,E-Purchasing,Jasa Lainnya,Jasa Penyusunan Laporan Keuangan,67795996,APBD,Ya,64693750,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SEKRETARIAT DPRD - 4.02.0.00.0.00.02.0000,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Jasa Konsultansi Kajian Akademis Terkait Kewenangan DKJ urusan Kebudayaan,67084858,APBD,Ya,64693750,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SEKRETARIAT DPRD - 4.02.0.00.0.00.02.0000,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Jasa Konsultansi Kajian Akademis Terkait Kewenangan DKJ urusan Pekerjaan Umum dan Penataan Ruang,67084478,APBD,Ya,64693750,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU DINAS PENDIDIKAN WILAYAH 2 KOTA - JAKUT - 1.01.0.00.0.00.01.0004,2026,Penyedia,Dikecualikan,Jasa Lainnya,"Iuran Jaminan Kesehatan, Iuran Jaminan Kecelakaan Kerja, Iuran Jaminan Kematian Pendidik Non PNS Satuan Pendidikan Menengah Atas Negeri",64775058,APBD,Ya,64683960,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSAT PELATIHAN DAN PENGEMBANGAN PENDIDIKAN - JAKBAR - 1.01.0.00.0.00.01.0034,2026,Penyedia,Dikecualikan,Jasa Lainnya,"Belanja Iuran Jaminan Kesehatan, JKK dan JKM bagi Non ASN - Penyediaan Jasa Pelayanan Umum Kantor (PJLP dan PPPK Paruh Waktu)",64921297,APBD,Ya,64683960,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU DINAS SOSIAL KOTA ADMINISTRASI JAKARTA TIMUR - 1.06.0.00.0.00.01.0005,2026,Penyedia,Dikecualikan,Jasa Lainnya,Penyediaan Air Bersih,62853011,APBD,Ya,64680000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSAT PELATIHAN OLAHRAGA PELAJAR - 2.19.0.00.0.00.01.0011,2026,Penyedia,E-Purchasing,Barang,Persediaan Barang Pakai Habis Bangunan,62888481,APBD,Ya,64668554,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,"SUKU DINAS TENAGA KERJA, TRANSMIGRASI, DAN ENERGI KOTA ADMINISTRASI JAKARTA SELATAN - 2.07.3.32.3.29.01.0004",2026,Penyedia,Dikecualikan,Jasa Lainnya,Belanja Paket/Pengiriman,65218081,APBD,Ya,64654800,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,UNIT PENGELOLA PUSAT KESENIAN JAKARTA TAMAN ISMAIL MARZUKI - 2.22.0.00.0.00.01.0011,2026,Penyedia,Dikecualikan,Jasa Lainnya,"Penyediaan Honorarium Narasumber atau Pembahas, Moderator, Pembawa Acara, dan Panitia Kegiatan Seminar AJ",65472692,APBD,Ya,64650000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,"SUKU DINAS TENAGA KERJA, TRANSMIGRASI, DAN ENERGI KOTA ADMINISTRASI JAKARTA BARAT - 2.07.3.32.3.29.01.0003",2026,Penyedia,E-Purchasing,Jasa Lainnya,Pemeliharaan Berkala Genset,62174556,APBD,Ya,64624000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN SUSUKAN - JAKTIM - 7.01.0.00.0.00.05.0011,2026,Penyedia,E-Purchasing,Barang,Pelaksanaan Kegiatan PKK Tingkat Kelurahan Lainnya (Pelaksanaan Kegiatan PKK Tingkat Kelurahan Lainnya),63535009,APBD,Ya,64620000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,UNIT PENGELOLA KAWASAN PUSAT PENGEMBANGAN USAHA KECIL DAN MENENGAH SERTA PERMUKIMAN PULOGADUNG - 3.31.3.30.2.17.01.0010,2026,Penyedia,Pengadaan Langsung,Barang,Penyediaan Peralatan Kebersihan Kantor,65644038,BLUD,Ya,64591877,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN GELORA - JAKPUS - 7.01.0.00.0.00.01.0002,2026,Penyedia,E-Purchasing,Barang,Belanja Bahan-Bahan Bangunan dan Konstruksi melalui DAU,63831919,APBD,Ya,64591296,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS GAMBIR - 1.02.0.00.0.00.01.0097,2026,Penyedia,E-Purchasing,Barang,Belanja Bahan-Bahan Lainnya (Pengelolaan Pelayanan Kesehatan Orang Terduga Tuberkulosis),64721444,APBD,Ya,64538880,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN KRAMAT PELA - JAKSEL - 7.01.0.00.0.00.04.0048,2026,Penyedia,E-Purchasing,Barang,Penyediaan PMT Balita,63300096,APBD,Ya,64512000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSAT PENDIDIKAN DAN PELATIHAN PENANGGULANGAN KEBAKARAN DAN PENYELAMATAN - 1.05.0.00.0.00.02.0007,2026,Penyedia,E-Purchasing,Barang,Pengadaan Barang Pakai Habis Kegiatan Diklat Investigasi,63754656,APBD,Ya,64504138,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KECAMATAN JAGAKARSA - JAKSEL - 7.01.0.00.0.00.04.0022,2026,Penyedia,E-Purchasing,Barang,Penyediaan Makan Minum Rapat Koordinasi dan Konsultasi SKPD,62877485,APBD,Ya,64500000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU DINAS SUMBER DAYA AIR KOTA ADMINISTRASI JAKARTA TIMUR - 1.03.0.00.0.00.02.0005,2026,Penyedia,Pengadaan Langsung,Jasa Konsultansi,"Pengawasan Pekerjaan Konstruksi Saluran Jl. Masjid At - Taufiq RT 001, 002, 003, 004, 005 RW 011 Kelurahan Kelapa Dua Wetan Kecamatan Ciracas",67813167,APBD,Ya,64491000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU DINAS SUMBER DAYA AIR KOTA ADMINISTRASI JAKARTA TIMUR - 1.03.0.00.0.00.02.0005,2026,Penyedia,Pengadaan Langsung,Jasa Konsultansi,Pengawasan Pekerjaan Konstruksi Saluran Jl. Pembina II Menuju Jl. Pembina Raya RW 006 Kelurahan Palmeriam Kecamatan Matraman,67517664,APBD,Ya,64491000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU DINAS SUMBER DAYA AIR KOTA ADMINISTRASI JAKARTA TIMUR - 1.03.0.00.0.00.02.0005,2026,Penyedia,Pengadaan Langsung,Jasa Konsultansi,Pengawasan Pekerjaan Konstruksi Saluran Jl. Pondok Kopi V Kelurahan Pondok Kopi Kecamatan Duren Sawit,67766764,APBD,Ya,64491000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN PULO GEBANG - JAKTIM - 7.01.0.00.0.00.05.0072,2026,Penyedia,E-Purchasing,Barang,Pengadaan Peralatan dan Mesin Lainnya,63866983,APBD,Ya,64474256,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,"SUDIN PEMBERDAYAAN, PERLINDUNGAN ANAK DAN PENGENDALIAN PENDUDUK - JAKSEL - 2.08.2.14.0.00.01.0004",2026,Penyedia,Dikecualikan,Jasa Lainnya,Belanja Sewa Hotel Pelaksanaan Penguatan Posyantek,64481774,APBD,Ya,64444800,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,"DINAS PERINDUSTRIAN, PERDAGANGAN, KOPERASI, USAHA KECIL DAN MENENGAH - 3.31.3.30.2.17.01.0000",2026,Penyedia,E-Purchasing,Barang,Penyediaan Barang Cetakan dan Penggandaan - Belanja Cetakan Surat Masuk dan Surat Keluar,64750771,APBD,Ya,64426768,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN KAMPUNG MELAYU - JAKTIM - 7.01.0.00.0.00.05.0037,2026,Penyedia,E-Purchasing,Barang,Penyediaan Kelengkapan Penunjang Kerja Jumantik,67619281,APBD,Ya,64400000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN UJUNG MENTENG - JAKTIM - 7.01.0.00.0.00.05.0073,2026,Penyedia,E-Purchasing,Barang,Penyediaan Kelengkapan Penunjang Kerja Jumantik/PSN Kit,63974818,APBD,Ya,64400000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN KAMAL - JAKBAR - 7.01.0.00.0.00.03.0024,2026,Penyedia,E-Purchasing,Barang,Penyediaan Kelengkapan Penunjang Kerja Jumantik/PSN Kit,64373721,APBD,Ya,64400000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU DINAS KESEHATAN KABUPATEN ADMINISTRASI KEPULAUAN SERIBU - 1.02.0.00.0.00.01.0006,2026,Penyedia,E-Purchasing,Barang,Penyediaan Sewa Mobilitas Air - Speed Boat / Motor Tempel,64071164,APBD,Ya,64395520,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,DINAS KEBUDAYAAN - 2.22.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Paket Djakarta International Theater Platform - Belanja Makan dan Minum,67458040,APBD,Ya,64388000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN GELORA - JAKPUS - 7.01.0.00.0.00.01.0002,2026,Penyedia,E-Purchasing,Barang,Belanja Bahan-Bahan Bangunan dan Konstruksi (Pemeliharaan Gedung Kantor dan Bangunan Lainnya),63605673,APBD,Ya,64381184,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN KARET KUNINGAN - JAKSEL - 7.01.0.00.0.00.04.0056,2026,Penyedia,E-Purchasing,Barang,Pelaksanaan Rapat Koordinasi PKK,62985720,APBD,Ya,64350000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,BADAN PENGELOLAAN ASET DAERAH - 5.02.0.00.0.00.02.0000,2026,Penyedia,Pengadaan Langsung,Jasa Konsultansi,Pendataan dan Identifikasi Aset Daerah Bermasalah (Belanja Jasa Tenaga Ahli TAH M3),62233043,APBD,Ya,64350000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSAT DATA DAN TEKNOLOGI INFORMASI KESEHATAN DAERAH - 1.02.0.00.0.00.01.0089,2026,Penyedia,E-Purchasing,Barang,Penyediaan Peralatan Jaringan,63303691,APBD,Ya,64288000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN RAWAJATI - JAKSEL - 7.01.0.00.0.00.04.0039,2026,Penyedia,E-Purchasing,Barang,Pemeliharaan Gedung Kantor atau Bangunan Lainnya,63362613,APBD,Ya,64281840,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSAT KRISIS DAN KEGAWATDARURATAN KESEHATAN DAERAH - 1.02.0.00.0.00.01.0088,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Penyediaan Air Bersih Kapal,67314144,BLUD,Ya,64246800,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU DINAS PERPUSTAKAAN DAN KEARSIPAN KOTA ADMINISTRASI JAKARTA TIMUR - 2.23.2.24.0.00.01.0005,2026,Penyedia,E-Purchasing,Barang,Penyediaan Alat Tulis Kantor,64567390,APBD,Ya,64237488,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,INSPEKTORAT PEMBANTU WILAYAH KABUPATEN - KEP. SERIBU - 6.01.0.00.0.00.01.0006,2026,Penyedia,E-Purchasing,Barang,"Koordinasi, Monitoring dan Evaluasi serta Verifikasi Pencegahan dan Pemberantasan Korupsi - Cinderamata",63533175,APBD,Ya,64217888,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,DINAS PERTAMANAN DAN HUTAN KOTA - 3.28.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Jasa Lainnya,Pemeliharaan Toilet (Penyedotan Tinja),66099961,APBD,Ya,64216501,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,UNIT PENGELOLA RUMAH SUSUN II - 1.04.0.00.0.00.01.0010,2026,Penyedia,E-Purchasing,Barang,Belanja Modal Alat Pembersih,64421757,APBD,Ya,64210608,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,RUMAH SAKIT UMUM DAERAH TAMANSARI - 1.02.0.00.0.00.01.0080,2026,Penyedia,E-Purchasing,Barang,"Air Mineral, air minum botol, air minum gelas",62077840,BLUD,Ya,64176000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS CIRACAS - 1.02.0.00.0.00.01.0123,2026,Penyedia,E-Purchasing,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor - Bahan Cetak,63693532,BLUD,Ya,64130186,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,UNIT PENANGANAN SAMPAH BADAN AIR - 2.11.0.00.0.00.01.0010,2026,Penyedia,E-Purchasing,Jasa Lainnya,Penyediaan Makanan dan Minuman UPS Badan Air (Air Minum Galon),64349221,APBD,Ya,64128535,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN TANJUNG DUREN UTARA - JAKBAR - 7.01.0.00.0.00.03.0031,2026,Penyedia,E-Purchasing,Barang,Penyediaan bahan kerja PPSU untuk penanganan prasarana dan sarana umum tingkat kelurahan melalui Dana Alokasi Umum (DAU) Tahap II,67691437,APBD,Ya,64117256,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KECAMATAN DUREN SAWIT - JAKTIM - 7.01.0.00.0.00.05.0045,2026,Penyedia,E-Purchasing,Barang,Pengadaan Peralatan dan Mesin Lainnya - Belanja Modal Peralatan Studio Audio (Digital Conference System),63515110,APBD,Ya,64096032,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU DINAS SUMBER DAYA AIR KOTA ADMINISTRASI JAKARTA TIMUR - 1.03.0.00.0.00.02.0005,2026,Penyedia,E-Purchasing,Barang,"Pengadaan ACCU, Ban Dump Truck dan Kelengkapannya",64589841,APBD,Ya,64090290,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN SUNTER AGUNG - JAKUT - 7.01.0.00.0.00.02.0013,2026,Penyedia,E-Purchasing,Barang,"Belanja Bahan-Bahan Lainnya, Penyediaan Bahan kerja PPSU",63212666,APBD,Ya,64060864,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,PUSKESMAS TANJUNG PRIOK - 1.02.0.00.0.00.01.0100,2026,Penyedia,E-Purchasing,Barang,Pengadaan Set Perawatan Pasca Persalinan,64266672,BLUD,Ya,64035867,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU DINAS PERHUBUNGAN KOTA ADMINISTRASI JAKARTA TIMUR - 2.15.0.00.0.00.01.0005,2026,Penyedia,E-Purchasing,Barang,Penyediaan Tenda,67595375,APBD,Ya,64019088,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU DINAS PARIWISATA DAN EKONOMI KREATIF KOTA - JAKUT - 3.26.0.00.0.00.01.0002,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Aktivitas Lapangan Aktivitas North Jazz Festival,64372793,APBD,Ya,64010200,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,DINAS SOSIAL - 1.06.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Jasa Konsultansi,Jasa Konsultansi Pengawasan Pengadaan Genset Gedung Beserta Kelengkapannya Kantor Dinas Sosial Provinsi DKI Jakarta,65250328,APBD,Ya,64008000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU DINAS KEBUDAYAAN KOTA - JAKPUS - 2.22.0.00.0.00.01.0001,2026,Penyedia,Dikecualikan,Jasa Lainnya,Dukungan Penampilan Seni dan Budaya,64040028,APBD,Ya,64000000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,DINAS PARIWISATA DAN EKONOMI KREATIF - 3.26.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Barang,Pakaian Dinas Lapangan (PDL) Petugas Tourist Information Center,66530607,APBD,Ya,63999533,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN GALUR - JAKPUS - 7.01.0.00.0.00.01.0029,2026,Penyedia,E-Purchasing,Barang,Penyediaan Perlengkapan Kebersihan,63170836,APBD,Ya,63995568,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU DINAS PERPUSTAKAAN DAN KEARSIPAN KOTA ADMINISTRASI JAKARTA TIMUR - 2.23.2.24.0.00.01.0005,2026,Penyedia,E-Purchasing,Barang,Penyediaan Promosi Digital Perpustakaan ,65078216,APBD,Ya,63979664,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN KOTA ADMINISTRASI JAKARTA SELATAN - 1.04.0.00.0.00.01.0004,2026,Penyedia,E-Purchasing,Jasa Lainnya,Penyediaan Makanan dan Minuman,64610640,APBD,Ya,63950000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN MANGGARAI SELATAN - JAKSEL - 7.01.0.00.0.00.04.0068,2026,Penyedia,E-Purchasing,Barang,Pelaksanaan Rapat Koordinasi PKK,64946045,APBD,Ya,63900000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU DINAS PARIWISATA DAN EKONOMI KREATIF KOTA - JAKBAR - 3.26.0.00.0.00.01.0003,2026,Penyedia,E-Purchasing,Jasa Lainnya,Belanja Makanan dan Minuman Jamuan Tamu-Bimbingan Teknis Pengembangan Ekonomi Kreatif,63522562,APBD,Ya,63873920,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU DINAS BINA MARGA KOTA - JAKTIM - 1.03.0.00.0.00.01.0005,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Pengadaan Tenaga Assistant Professional Staff (APS) Content Creator,66840395,APBD,Ya,63855000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU DINAS BINA MARGA KOTA - JAKTIM - 1.03.0.00.0.00.01.0005,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Pengadaan Tenaga Assistant Professional Staff (APS) Fotografer dan Videografer II,66840409,APBD,Ya,63855000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,DINAS PARIWISATA DAN EKONOMI KREATIF - 3.26.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Jasa Konsultansi,Belanja Tenaga Ahli Pendukung Penyusunan Bahan Kebijakan Industri Pariwiwsata,66527091,APBD,Ya,63855000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU DINAS BINA MARGA KOTA - JAKTIM - 1.03.0.00.0.00.01.0005,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Pengadaan Tenaga Assistant Professional Staff (APS) Fotografer dan Videografer I,66840373,APBD,Ya,63855000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,BADAN PERENCANAAN PEMBANGUNAN DAERAH - 5.01.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Jasa Konsultansi,Tenaga Ahli Dukungan Penyusunan Laporan Keuangan,62159170,APBD,Ya,63855000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU DINAS PARIWISATA DAN EKONOMI KREATIF KOTA - JAKUT - 3.26.0.00.0.00.01.0002,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman untuk Rapat koordinasi dan konsultasi SKPD,61967459,APBD,Ya,63800000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN GUNTUR - JAKSEL - 7.01.0.00.0.00.04.0060,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Belanja Pemeliharaan Alat Angkutan-Alat Angkutan Darat Bermotor-Kendaraan Bermotor Beroda Tiga,63967534,APBD,Ya,63779565,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU BADAN KESATUAN BANGSA DAN POLITIK KABUPATEN ADMINISTRASI KEPULAUAN SERIBU - 8.01.0.00.0.00.01.0006,2026,Penyedia,E-Purchasing,Jasa Lainnya,Belanja Makanan dan Minuman Aktivitas Lapangan - Pemusatan Latihan PASKIBRAKA,62492970,APBD,Ya,63772000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,UNIT PENGELOLA PELABUHAN PERIKANAN - 2.09.3.25.3.27.01.0008,2026,Penyedia,E-Purchasing,Barang,Penyediaan Sarana Penunjang Kegiatan Pelelangan Ikan Di TPI,63391289,APBD,Ya,63758800,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,"SUKU DINAS TENAGA KERJA, TRANSMIGRASI, DAN ENERGI KOTA ADMINISTRASI JAKARTA PUSAT - 2.07.3.32.3.29.01.0001",2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Konsumsi Jobfair di Wilayah Jakarta Pusat,63363200,APBD,Ya,63744000,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,SUKU BADAN PERENCANAAN PEMBANGUNAN KOTA ADMINISTRASI JAKARTA TIMUR - 5.01.0.00.0.00.01.0005,2026,Penyedia,E-Purchasing,Barang,Pengadaan Laptop,67717971,APBD,Ya,63742560,0.0,0.0,0.0,BELUM TEREALISASI
PROVINSI DKI JAKARTA,KELURAHAN RAWA TERATE - JAKTIM - 7.01.0.00.0.00.05.0070,2026,Penyedia,E-Purchasing,Barang,Belanja Modal Personal Computer (Laptop),64983326,APBD,Ya,63742560,0.0,0.0,0.0,BELUM TEREALISASI
