nama_instansi,nama_satuan_kerja,tahun_anggaran,cara_pengadaan,metode_pengadaan,jenis_pengadaan,nama_paket,kode_rup,sumber_dana,produk_dalam_negeri,total_nilai
PROVINSI DKI JAKARTA,"DINAS PEMBERDAYAAN, PERLINDUNGAN ANAK DAN PENGENDALIAN PENDUDUK - 2.08.2.14.0.00.01.0000",2026,Swakelola,-,-,Honorarium Narasumber Penguatan Forum Partisipasi Publik Untuk Kesejahteraan Perempuan dan Anak,42668212,APBD,-,16800000
PROVINSI DKI JAKARTA,DINAS KEBUDAYAAN - 2.22.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Pengelolaan Website dan Media Sosial Dinas Kebudayaan - Belanja Jasa Tenaga Ahli (Programmer2),62512764,APBD,Ya,61050000
PROVINSI DKI JAKARTA,KECAMATAN MAKASAR - JAKTIM - 7.01.0.00.0.00.05.0030,2026,Penyedia,Dikecualikan,Jasa Lainnya,Hutang Pembayaran BPJS Ketenagakerjaan JKK Petugas Kebersihan Tahun 2025,67795994,APBDP,Ya,68760
PROVINSI DKI JAKARTA,BIRO HUKUM - 4.01.0.00.0.00.01.0002,2026,Penyedia,E-Purchasing,Barang,Penyediaan Toner keg. Penyediaan Peralatan dan Perlengkapan Kantor,63786799,APBD,Ya,39733120
PROVINSI DKI JAKARTA,PUSKESMAS KRAMAT JATI - 1.02.0.00.0.00.01.0125,2026,Penyedia,E-Purchasing,Barang,Belanja Modal Alat Laboratorium Kesehatan Kerja,63040788,APBD,Ya,6255100
PROVINSI DKI JAKARTA,SUKU DINAS SUMBER DAYA AIR KOTA ADMINISTRASI JAKARTA TIMUR - 1.03.0.00.0.00.02.0005,2026,Penyedia,Pengadaan Langsung,Jasa Konsultansi,Pengawasan Pekerjaan Konstruksi Saluran Jl. Pondok Gede Raya Gang Veteran RT 002 RW 007 Kelurahan Lubang Buaya Kecamatan Cipayung,67172904,APBD,Ya,64491000
PROVINSI DKI JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN - 7.01.0.00.0.00.04.0000,2026,Penyedia,E-Purchasing,Jasa Lainnya,Belanja Pemeliharaan Alat Kantor dan Rumah Tangga-Alat Rumah Tangga-Alat Pendingin Pemeliharaan Pompa AC Chiller Pemeliharaan sarana dan prasarana elektrikal,63461470,APBD,Ya,252000000
PROVINSI DKI JAKARTA,KABUPATEN ADMINISTRASI KEPULAUAN SERIBU - KEP. SERIBU - 7.01.0.00.0.00.06.0000,2026,Penyedia,E-Purchasing,Jasa Lainnya,Sewa Kapal Kegiatan Raimuna Cabang Ke III Kepulauan Seribu Tahun 2026,63136254,APBD,Ya,16830464
PROVINSI DKI JAKARTA,SUKU DINAS SOSIAL KOTA ADMINISTRASI JAKARTA BARAT - 1.06.0.00.0.00.01.0003,2026,Penyedia,E-Purchasing,Barang,"Penyediaan Bimbingan Kesenian Musik, Melukis dan Komputer UILS MERUYA",63416303,APBD,Ya,9733360
PROVINSI DKI JAKARTA,"DINAS PEMBERDAYAAN, PERLINDUNGAN ANAK DAN PENGENDALIAN PENDUDUK - 2.08.2.14.0.00.01.0000",2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Penyediaan Tenaga Psikolog Klinis dalam Pendampingan Anak Memerlukan Perlindungan Khusus (AMPK) – 1,67398760,APBD,Ya,61200000
PROVINSI DKI JAKARTA,KELURAHAN PULO GEBANG - JAKTIM - 7.01.0.00.0.00.05.0072,2026,Swakelola,-,-,Pelaksanaan Kegiatan PKK Tingkat Kelurahan Lainnya - Honor,42086926,APBD,-,20450000
PROVINSI DKI JAKARTA,SUKU DINAS PENANGGULANGAN KEBAKARAN DAN PENYELAMATAN KOTA  ADMINISTRASI JAKARTA TIMUR - 1.05.0.00.0.00.02.0004,2026,Penyedia,E-Purchasing,Barang,Penyediaan Alat Tulis Kantor (ATK),63331364,APBD,Ya,71967728
PROVINSI DKI JAKARTA,DINAS BINA MARGA - 1.03.0.00.0.00.01.0000,2026,Penyedia,E-Purchasing,Jasa Lainnya,Pemeliharaan JPO (Service Bulanan) Paket 4,66867228,APBD,Ya,36750294
PROVINSI DKI JAKARTA,"SUDIN PEMBERDAYAAN, PERLINDUNGAN ANAK DAN PENGENDALIAN PENDUDUK - JAKPUS - 2.08.2.14.0.00.01.0001",2026,Penyedia,Pengadaan Langsung,Barang,Belanja Suku Cadang Alat Kedokteran Aktivitas Operasional Penggerakan Pelayanan KB MOW (DAK BOKB),63966279,APBD,Ya,1920000
PROVINSI DKI JAKARTA,"DINAS PEMBERDAYAAN, PERLINDUNGAN ANAK DAN PENGENDALIAN PENDUDUK - 2.08.2.14.0.00.01.0000",2026,Swakelola,-,-,"Rapat Kerja Daerah TP PKK Provinsi DKI Jakarta - Honorarium Narasumber atau Pembahas, Moderator, Pembawa Acara, dan Panitia",42050448,APBD,-,4200000
PROVINSI DKI JAKARTA,UNIT PENYELENGGARA PELABUHAN DAERAH - 2.15.0.00.0.00.01.0023,2026,Penyedia,E-Purchasing,Jasa Lainnya,Penyediaan Sewa Mesin Fotokopi,64065464,APBD,Ya,57931776
PROVINSI DKI JAKARTA,DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU - 2.18.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Belanja Jasa Tenaga Pelayanan Umum Antar Jemput Izin Bermotor (AJIB)-182(S1),61966234,APBD,Ya,91792350
PROVINSI DKI JAKARTA,KELURAHAN TAMBORA - JAKBAR - 7.01.0.00.0.00.03.0053,2026,Penyedia,E-Purchasing,Barang,Penyediaan Snack Kegiatan PKK Lainnya (SKJ),62945420,APBD,Ya,13500000
PROVINSI DKI JAKARTA,DINAS PERPUSTAKAAN DAN KEARSIPAN - 2.23.2.24.0.00.01.0000,2026,Swakelola,-,-,Honorarium Tim Pelaksana Kegiatan dan Sekretariat Tim Pelaksana Kegiatan Pendataan Informasi Perpustakaan,42195085,APBD,-,30800000
PROVINSI DKI JAKARTA,KELURAHAN P.PANGGANG - KEP. SERIBU - 7.01.0.00.0.00.06.0002,2026,Penyedia,Pengadaan Langsung,Barang,Belanja Bahan Cetak Sosialisasi Kampung TBC ,65078965,APBD,Ya,698880
PROVINSI DKI JAKARTA,KECAMATAN CIPAYUNG - JAKTIM - 7.01.0.00.0.00.05.0013,2026,Penyedia,Pengadaan Langsung,Barang,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat/Bahan untuk Kegiatan Kantor Lainnya Pelaksanaan Pawai Ta'aruf,61891036,APBD,Ya,1729280
PROVINSI DKI JAKARTA,KELURAHAN KEBON PALA - JAKTIM - 7.01.0.00.0.00.05.0033,2026,Penyedia,E-Purchasing,Barang,Penyediaan jasa pemeliharaan KDO/KDO Khusus Barang,65187377,APBD,Ya,16487296
PROVINSI DKI JAKARTA,BADAN PERENCANAAN PEMBANGUNAN DAERAH - 5.01.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Jasa Konsultansi,Tenaga Ahli Koordinator Sekretariat TKPK A,61899034,APBD,Ya,96250000
PROVINSI DKI JAKARTA,KELURAHAN BALE KAMBANG - JAKTIM - 7.01.0.00.0.00.05.0027,2026,Penyedia,E-Purchasing,Barang,Peningkatan Wawasan Kader Kelurahan (Piala),65325236,APBD,Ya,17669568
PROVINSI DKI JAKARTA,KELURAHAN PEGANGSAAN DUA - JAKUT - 7.01.0.00.0.00.02.0029,2026,Penyedia,E-Purchasing,Barang,Pelaksanaan Rapat Koordinasi PKK,64922948,APBD,Ya,25850000
PROVINSI DKI JAKARTA,SUKU DINAS KESEHATAN KOTA ADMINISTRASI JAKARTA SELATAN - 1.02.0.00.0.00.01.0004,2026,Swakelola,-,-,Honorarium Narasumber Peningkatan wawasan Progran kesehatan tradisional,42186776,APBD,-,2800000
PROVINSI DKI JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR - 7.01.0.00.0.00.05.0000,2026,Penyedia,Dikecualikan,Jasa Lainnya,Tagihan Air Bersih Kantor ,63368686,APBD,Ya,1011360000
PROVINSI DKI JAKARTA,SUKU DINAS PARIWISATA DAN EKONOMI KREATIF KOTA - JAKTIM - 3.26.0.00.0.00.01.0004,2026,Penyedia,Dikecualikan,Jasa Lainnya,Paket Pekerjaan Belanja Jasa Tenaga Kesenian dan Kebudayaan Penyelenggaraan Festival Nataru Tingkat Kota,62448581,APBD,Ya,196000000
PROVINSI DKI JAKARTA,PUSAT PELATIHAN DAN PENGEMBANGAN PENDIDIKAN - JAKPUS - 1.01.0.00.0.00.01.0033,2026,Swakelola,-,-,"Honorarium Narasumber atau Pembahas, Moderator, Pembawa Acara, dan Panitia - Pelatihan Pengembangan Projek Penguatan Profil Pelajar Pancasila Bagi Pendidik SD pada Pendidikan Lingkungan Budaya Jakarta (PLBJ)",41884910,APBDP,-,10800000
PROVINSI DKI JAKARTA,KELURAHAN KLENDER - JAKTIM - 7.01.0.00.0.00.05.0046,2026,Penyedia,E-Purchasing,Barang,Penyediaan Spanduk yang Bersifat Larangan atau Himbauan,63185053,APBD,Ya,1747800
PROVINSI DKI JAKARTA,KELURAHAN WIJAYA KUSUMA - JAKBAR - 7.01.0.00.0.00.03.0035,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Belanja Jasa Tenaga Penanganan Prasarana dan Sarana Umum,61735539,APBD,Ya,420947358
PROVINSI DKI JAKARTA,SUKU DINAS SUMBER DAYA AIR KOTA ADMINISTRASI JAKARTA BARAT - 1.03.0.00.0.00.02.0003,2026,Penyedia,Dikecualikan,Jasa Lainnya,Belanja Iuran Jaminan Kematian bagi PJLP untuk Operasi dan Pemeliharaan Stasiun Pompa Banjir  - Petugas Informasi dan Teknologi - Call Center 001 - 004,64476830,APBD,Ya,794832
PROVINSI DKI JAKARTA,SUKU DINAS PENDIDIKAN WILAYAH 2 KOTA - JAKBAR - 1.01.0.00.0.00.01.0006,2026,Penyedia,Dikecualikan,Barang,Penyediaan Biaya Operasional Pendidikan Sekolah Menengah Kejuruan Negeri (BOP-SMKN) Bisnis dan Manajemen Dasar Alokasi Dasar (BOSDA),64717621,APBD,Ya,2701009044
PROVINSI DKI JAKARTA,KELURAHAN KALI ANYAR - JAKBAR - 7.01.0.00.0.00.03.0045,2026,Swakelola,-,-,Pembayaran Operasional Posyandu,42922802,APBD,-,64800000
PROVINSI DKI JAKARTA,KELURAHAN MARUNDA - JAKUT - 7.01.0.00.0.00.02.0033,2026,Swakelola,-,-,Pembayaran Biaya Pelaksanaan PSN,42213018,APBD,-,738000000
PROVINSI DKI JAKARTA,KELURAHAN KEBAYORAN LAMA UTARA - JAKSEL - 7.01.0.00.0.00.04.0002,2026,Penyedia,E-Purchasing,Barang,Belanja Snack Penyediaan Kesekretariatan LMK,64621295,APBD,Ya,9000000
PROVINSI DKI JAKARTA,UNIT PENGELOLA JAKARTA ASSET MANAGEMENT CENTRE - 5.02.0.00.0.00.02.0010,2026,Penyedia,Pengadaan Langsung,Jasa Konsultansi,Tenaga Ahli Perencanaan Wilayah Kota/Perancangan Arsitektur Kota Kajian Analisa Kelayakan Bisnis Dalam Rangka Penyiapan Optimalisasi Barang Milik Daerah Gor Bulungan (Bagian Utara) Melalui Skema Kerjasama Pemanfaatan,67138517,BLUD,Ya,39000000
PROVINSI DKI JAKARTA,KECAMATAN MATRAMAN - JAKTIM - 7.01.0.00.0.00.05.0053,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat (Monev Senior School PINTAR (SSP),63780958,APBD,Ya,11700000
PROVINSI DKI JAKARTA,DINAS SUMBER DAYA AIR - 1.03.0.00.0.00.02.0000,2026,Swakelola,-,-,Pengadaan Narasumber untuk Kegiatan Kajian dan Perencanaan Sarana dan Prasarana Pengendalian Rob dan Pengembangan Pesisir Pantai,42211736,APBD,-,201600000
PROVINSI DKI JAKARTA,BADAN PENDAPATAN DAERAH - 5.02.0.00.0.00.03.0000,2026,Penyedia,E-Purchasing,Jasa Lainnya,Penyediaan Sewa Mesin Fotokopi,62528726,APBD,Ya,2529672768
PROVINSI DKI JAKARTA,SUKU BADAN PENDAPATAN DAERAH KOTA - JAKBAR - 5.02.0.00.0.00.03.0003,2026,Penyedia,E-Purchasing,Barang,Penyuluhan dan Penyebarluasan Kebijakan Pajak Daerah,64374561,APBD,Ya,38844600
PROVINSI DKI JAKARTA,RUMAH SAKIT UMUM DAERAH CENGKARENG - 1.02.0.00.0.00.01.0059,2026,Penyedia,Dikecualikan,Jasa Lainnya,Belanja Pemeliharaan Sarana dan Prasarana Gedung Rumah Sakit ,66345448,BLUD,Ya,2778528488
PROVINSI DKI JAKARTA,"SUKU DINAS KETAHANAN PANGAN, KELAUTAN DAN PERTANIAN KOTA ADMINISTRASI JAKARTA SELATAN - 2.09.3.25.3.27.01.0004",2026,Penyedia,E-Purchasing,Barang,Penyediaan Bahan-bahan /Bibit Tanaman Untuk Kegiatan Pengembangan Agro Edukasi Wisata,62945697,APBD,Ya,189075600
PROVINSI DKI JAKARTA,UNIT PENGELOLA ANGKUTAN PERAIRAN - 2.15.0.00.0.00.01.0018,2026,Penyedia,Pengadaan Langsung,Barang,Penyediaan Materai,61767663,APBD,Ya,3000000
PROVINSI DKI JAKARTA,PUSKESMAS TAMAN SARI - 1.02.0.00.0.00.01.0111,2026,Penyedia,E-Purchasing,Jasa Lainnya,Belanja Pemeliharaan KDO/KDO khusus E-Purchasing,63976834,BLUD,Ya,33594116
PROVINSI DKI JAKARTA,KELURAHAN TUGU UTARA - JAKUT - 7.01.0.00.0.00.02.0020,2026,Swakelola,-,-,Pemberdayaan Masyarakat (Pembayaran Biaya Pelaksanaan PSN),41773566,APBD,-,1398000000
PROVINSI DKI JAKARTA,SEKOLAH MENENGAH KEJURUAN NEGERI 33 JAKARTA - 1.01.0.00.0.00.01.0031,2026,Penyedia,E-Purchasing,Barang,Perlengkapan Kebersihan Kantor dan Sekolah Ke 4,64831881,APBD,Ya,4650016
PROVINSI DKI JAKARTA,PUSKESMAS KEPULAUAN SERIBU SELATAN - 1.02.0.00.0.00.01.0133,2026,Penyedia,E-Purchasing,Jasa Lainnya,Belanja Kegiatan Mutu dan Peningkatan Kompetensi Pegawai BLUD,64060227,BLUD,Ya,461228102
PROVINSI DKI JAKARTA,UNIT PENGELOLA PRASARANA DAN SARANA PENDIDIKAN - 1.01.0.00.0.00.01.0039,2026,Penyedia,E-Purchasing,Pekerjaan Konstruksi,Jasa Konstruksi Pemugaran Cagar Budaya SDN Palmerah 07,67203095,APBD,Ya,13866745992
PROVINSI DKI JAKARTA,KELURAHAN CAKUNG TIMUR - JAKTIM - 7.01.0.00.0.00.05.0074,2026,Penyedia,E-Purchasing,Barang,Belanja Bahan-Bahan Bangunan (Pemeliharaan Sarana dan Prasarana Ruang Interaksi Warga/RPTRA),63215413,APBD,Ya,23149840
PROVINSI DKI JAKARTA,"SUKU DINAS CIPTA KARYA, TATA RUANG DAN PERTANAHAN KOTA ADMINISTRASI  JAKARTA PUSAT - 1.03.0.00.0.00.03.0001",2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Penyusunan Dokumen Teknis Gedung Pemda - SAPS 7 (MEP) 2026,62151762,APBD,Ya,82582500
PROVINSI DKI JAKARTA,KELURAHAN CIPINANG BESAR UTARA - JAKTIM - 7.01.0.00.0.00.05.0044,2026,Penyedia,Dikecualikan,Jasa Lainnya,Belanja Iuran Jaminan Kecelakaan Kerja bagi Non ASN PPSU,62940197,APBD,Ya,10258776
PROVINSI DKI JAKARTA,UNIT PENGELOLA KAWASAN PERKAMPUNGAN BUDAYA BETAWI - 2.22.0.00.0.00.01.0012,2026,Penyedia,E-Purchasing,Jasa Lainnya,Pemeliharaan Peralatan dan Mesin Lainnya (Genset),67581681,APBD,Ya,106747200
PROVINSI DKI JAKARTA,UNIT PENGELOLA JAKARTA ASSET MANAGEMENT CENTRE - 5.02.0.00.0.00.02.0010,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Petugas Pelayanan Umum Pegawai BLUD Unit Pengelola Jakarta Asset Management Centre (1),62036382,BLUD,Ya,73098073
PROVINSI DKI JAKARTA,SUKU DINAS PEMUDA DAN OLAHRAGA KOTA - JAKTIM - 2.19.0.00.0.00.01.0004,2026,Swakelola,-,-,Honorarium Tim Pelaksana Kegiatan dan Sekretariat Tim Pelaksana Kegiatan Pelaksanaan Pembekalan Seleksi Pemuda Pelopor Tingkat Kota ke tingkat Provinsi,41809443,APBD,-,3000000
PROVINSI DKI JAKARTA,"SUKU DINAS  PERINDUSTRIAN, PERDAGANGAN, KOPERASI, USAHA KECIL DAN MENENGAH KOTA - JAKUT - 3.31.3.30.2.17.01.0002",2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Belanja Uji Laboratorium MD,64271262,APBD,Ya,138656000
PROVINSI DKI JAKARTA,KELURAHAN JELAMBAR - JAKBAR - 7.01.0.00.0.00.03.0033,2026,Penyedia,E-Purchasing,Barang,005 Penyediaan Kesekretariatan LMK,63297906,APBD,Ya,2292080
PROVINSI DKI JAKARTA,KELURAHAN KEBON JERUK - JAKBAR - 7.01.0.00.0.00.03.0007,2026,Penyedia,E-Purchasing,Barang,Penyediaan Spanduk Kebencanaan,63922640,APBD,Ya,514400
PROVINSI DKI JAKARTA,UNIT PENGELOLA PENGUJIAN KENDARAAN BERMOTOR KEDAUNG ANGKE - 2.15.0.00.0.00.01.0010,2026,Penyedia,E-Purchasing,Jasa Lainnya,Pemeliharaan Genset,63410552,APBD,Ya,35504000
PROVINSI DKI JAKARTA,KELURAHAN KENARI - JAKPUS - 7.01.0.00.0.00.01.0016,2026,Penyedia,Dikecualikan,Jasa Lainnya,Pembayaran Uang Penyelenggaraan Tugas dan Fungsi Rukun Tetangga - BPJS Ketenagakerjaan,63000673,APBD,Ya,10080000
PROVINSI DKI JAKARTA,KECAMATAN GAMBIR - JAKPUS - 7.01.0.00.0.00.01.0046,2026,Penyedia,E-Purchasing,Barang,Penyediaan Spanduk Gema Ramadhan Pelaksanaan Kegiatan Keagamaan Lainnya Tingkat Kecamatan Gambir,62740904,APBD,Ya,233550
PROVINSI DKI JAKARTA,RUMAH SAKIT UMUM DAERAH KALIDERES - 1.02.0.00.0.00.01.0072,2026,Penyedia,E-Purchasing,Barang,Belanja Barang dan Jasa BLUD (Belanja Bahan Laboratorium) E-purchasing PDN,64687704,BLUD,Ya,1454694574
PROVINSI DKI JAKARTA,SUKU DINAS PARIWISATA DAN EKONOMI KREATIF KOTA - JAKPUS - 3.26.0.00.0.00.01.0001,2026,Penyedia,E-Purchasing,Jasa Lainnya,Belanja Sewa Hotel Aktivitas Pembinaan Kelompok Sadar Wisata,63418614,APBD,Ya,92400000
PROVINSI DKI JAKARTA,"DINAS PEMBERDAYAAN, PERLINDUNGAN ANAK DAN PENGENDALIAN PENDUDUK - 2.08.2.14.0.00.01.0000",2026,Penyedia,E-Purchasing,Barang,Penyediaan Peralatan Kerja,64223736,APBD,Ya,668414154
PROVINSI DKI JAKARTA,SUKU DINAS PERTAMANAN DAN HUTAN KOTA KOTA  ADMINISTRASI  JAKARTA UTARA - 3.28.0.00.0.00.01.0002,2026,Penyedia,Dikecualikan,Jasa Lainnya,BPJS Tenaga Kerja Penyediaan Jasa Petugas Pemeliharaan dan Pengamanan RTH Makam,64251980,APBD,Ya,75191520
PROVINSI DKI JAKARTA,PUSKESMAS TANAH ABANG - 1.02.0.00.0.00.01.0090,2026,Penyedia,Dikecualikan,Barang,Belanja Pengadaan Bahan Medis Gigi Pakai Habis E Purchasing - Puskesmas Tanah Abang,64107877,BLUD,Ya,81565020
PROVINSI DKI JAKARTA,KELURAHAN JOHAR BARU - JAKPUS - 7.01.0.00.0.00.01.0027,2026,Swakelola,-,-,Pembayaran Honorarium Tim Penggerak PKK Tk. Kelurahan,42339830,APBD,-,192672000
PROVINSI DKI JAKARTA,SUKU BADAN KESATUAN BANGSA DAN POLITIK KABUPATEN ADMINISTRASI KEPULAUAN SERIBU - 8.01.0.00.0.00.01.0006,2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Sewa Kapal Antar Pulau - kegiatan Penguatan Implementasi Moderasi Beragama,64872682,APBD,Ya,3756800
PROVINSI DKI JAKARTA,"SUKU DINAS KETAHANAN PANGAN, KELAUTAN DAN PERTANIAN KABUPATEN ADMINISTRASI KEPULAUAN SERIBU - 2.09.3.25.3.27.01.0006",2026,Penyedia,Pengadaan Langsung,Jasa Lainnya,Pengadaan Petugas Kebersihan Dalam Gedung (PJLP),61895241,APBD,Ya,70157893
PROVINSI DKI JAKARTA,KELURAHAN PEJATEN TIMUR - JAKSEL - 7.01.0.00.0.00.04.0021,2026,Penyedia,E-Purchasing,Barang,Belanja Makan Minum Gema Ramadhan ( Pelaksanaan Kegiatan Keagamaan Lainnya Tingkat Kelurahan ),63079549,APBD,Ya,6121500
PROVINSI DKI JAKARTA,KELURAHAN PISANGAN TIMUR - JAKTIM - 7.01.0.00.0.00.05.0061,2026,Penyedia,E-Purchasing,Barang,Penyediaan Alat Tulis Kantor,63311912,APBD,Ya,40061952
PROVINSI DKI JAKARTA,DINAS PEMUDA DAN OLAHRAGA - 2.19.0.00.0.00.01.0000,2026,Penyedia,Pengadaan Langsung,Barang,Pengadaan Sewa Sound System Kejuaraan Renang Pelajar Provinsi DKI Jakarta,65136964,APBD,Ya,35850000
PROVINSI DKI JAKARTA,KELURAHAN WARAKAS - JAKUT - 7.01.0.00.0.00.02.0015,2026,Swakelola,-,-,OPERASIONAL POSYANDU,41449543,APBD,-,144000000
PROVINSI DKI JAKARTA,SEKOLAH MENENGAH KEJURUAN NEGERI 33 JAKARTA - 1.01.0.00.0.00.01.0031,2026,Penyedia,Pengadaan Langsung,Barang,Pemeliharaan Komputer PC - Laptop & Printer Administrasi,67601533,APBD,Ya,12040000
PROVINSI DKI JAKARTA,KELURAHAN PETOJO UTARA - JAKPUS - 7.01.0.00.0.00.01.0051,2026,Penyedia,E-Purchasing,Jasa Lainnya,Pelaksanaan Peningkatan Kapasitas Lembaga Kemasyarakatan Tingkat Kelurahan,63285441,APBD,Ya,19512560
PROVINSI DKI JAKARTA,PUSKESMAS MATRAMAN - 1.02.0.00.0.00.01.0129,2026,Penyedia,E-Purchasing,Barang,Pengadaan Cardiotocography,63150608,APBD,Ya,56483168
PROVINSI DKI JAKARTA,PUSAT PELATIHAN DAN PENGEMBANGAN PENDIDIKAN - JAKTIM - 1.01.0.00.0.00.01.0037,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Peningkatan Kompetensi Peserta Didik SMK Program Keahlian Teknik Pemesinan,63517332,APBD,Ya,13650000
PROVINSI DKI JAKARTA,KELURAHAN KARET SEMANGGI - JAKSEL - 7.01.0.00.0.00.04.0054,2026,Swakelola,-,-,"Penyediaan jasa perizinan KDO/KDO khusus  Pembayaran Pajak, Bea, dan Perizinan",41869496,APBD,-,12908000
PROVINSI DKI JAKARTA,BIRO UMUM DAN ADMINISTRASI SEKRETARIAT DAERAH - 4.01.0.00.0.00.01.0007,2026,Penyedia,E-Purchasing,Jasa Konsultansi,Pekerjaan Perencanaan Perbaikan Tangga Darurat Grha Ali Sadikin Kompleks Balaikota DKI Jakarta,64266023,APBD,Ya,204684000
PROVINSI DKI JAKARTA,KELURAHAN GUNTUR - JAKSEL - 7.01.0.00.0.00.04.0060,2026,Penyedia,E-Purchasing,Barang,Penyediaan Snack pada aktivitas kerja bakti Pemeliharaan dan Penanganan Kebersihan Lingkungan bersama masyarakat,63265810,APBD,Ya,46800000
PROVINSI DKI JAKARTA,KELURAHAN PETOGOGAN - JAKSEL - 7.01.0.00.0.00.04.0046,2026,Swakelola,-,-," Pelaksanaan Kegiatan PKK Tingkat Kelurahan Lainnya Melalui Dana Alokasi Umum (DAU)",41768017,APBD,-,13440000
PROVINSI DKI JAKARTA,SUKU DINAS KESEHATAN KOTA ADMINISTRASI JAKARTA UTARA - 1.02.0.00.0.00.01.0002,2026,Swakelola,-,-,Honorarium Narasumber Peningkatan wawasan Petugas SIK,42720822,APBD,-,2800000
PROVINSI DKI JAKARTA,SATUAN POLISI PAMONG PRAJA KOTA ADMINISTRASI JAKARTA TIMUR - 1.05.0.00.0.00.01.0005,2026,Penyedia,E-Purchasing,Barang,Penyelenggaraan Mitigasi Gangguan Ketertiban Umum Melalui Model Partisipatif di Kecamatan Pulo Gadung,63073368,APBD,Ya,52000000
PROVINSI DKI JAKARTA,SUKU DINAS LINGKUNGAN HIDUP KOTA ADMINISTRASI JAKARTA BARAT - 2.11.0.00.0.00.01.0003,2026,Penyedia,E-Purchasing,Jasa Lainnya,Penyediaan sewa mesin fotokopi,65240598,APBD,Ya,74428032
PROVINSI DKI JAKARTA,KELURAHAN KAYU PUTIH - JAKTIM - 7.01.0.00.0.00.05.0067,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat Senior School Pintar (SSP) Snack,62548890,APBD,Ya,7560000
PROVINSI DKI JAKARTA,SUKU DINAS BINA MARGA KOTA - JAKBAR - 1.03.0.00.0.00.01.0003,2026,Penyedia,E-Purchasing,Pekerjaan Konstruksi,Pembangunan/Peningkatan Trotoar dan Bangunan Pelengkap Jalan di Kota Administrasi Jakarta Barat (Paket 3),67657614,APBD,Ya,2513274000
PROVINSI DKI JAKARTA,KELURAHAN KEBON BAWANG - JAKUT - 7.01.0.00.0.00.02.0017,2026,Penyedia,E-Purchasing,Barang,"Pelaksanaan Rapat Koordinasi RT, RW dan LMK",62753258,APBD,Ya,8125000
PROVINSI DKI JAKARTA,PUSKESMAS SETIABUDI - 1.02.0.00.0.00.01.0119,2026,Penyedia,Dikecualikan,Jasa Lainnya,Biaya Non Operasional,63904912,BLUD,Ya,4650000
PROVINSI DKI JAKARTA,PANTI SOSIAL BINA REMAJA TARUNA JAYA 1 - 1.06.0.00.0.00.01.0029,2026,Penyedia,E-Purchasing,Barang,Bimbingan Keterampilan Pendingin/AC - Belanja Bahan-Isi Tabung Gas ,63943250,APBD,Ya,6066256
PROVINSI DKI JAKARTA,KELURAHAN UJUNG MENTENG - JAKTIM - 7.01.0.00.0.00.05.0073,2026,Swakelola,-,-,Pembayaran Honorarium Anggota dan Uang Komunikasi Ketua FKDM Tingkat Kelurahan,42264722,APBD,-,139800000
PROVINSI DKI JAKARTA,SATUAN POLISI PAMONG PRAJA KOTA ADMINISTRASI JAKARTA TIMUR - 1.05.0.00.0.00.01.0005,2026,Penyedia,E-Purchasing,Jasa Lainnya,Penyediaan Jasa Pemeliharaan dan Perbaikan Body Repair ,65848339,APBD,Ya,1239913635
PROVINSI DKI JAKARTA,KECAMATAN JAGAKARSA - JAKSEL - 7.01.0.00.0.00.04.0022,2026,Swakelola,-,-,Honorarium Rohaniawan Kegiatan Keagamaan Lainnya,41400265,APBD,-,800000
PROVINSI DKI JAKARTA,UNIT PENGELOLA TAMAN MARGASATWA RAGUNAN - 3.28.0.00.0.00.01.0006,2026,Penyedia,E-Purchasing,Barang,Pengadaan Tanda Penitipan Kendaraan Pengunjung TMR,67083589,BLUD,Ya,200000000
PROVINSI DKI JAKARTA,PUSAT PELATIHAN DAN PENGEMBANGAN PENDIDIKAN - JAKTIM - 1.01.0.00.0.00.01.0037,2026,Swakelola,-,-,Honorarium Narasumber Peningkatan Kompetensi Teknis bagi Kepala SMK dalam Mengimplementasikan Pendekatan Deep Learning untuk Meningkatkan Kualitas Pembelajaran,42063645,APBD,-,12000000
PROVINSI DKI JAKARTA,PUSKESMAS MAKASAR - 1.02.0.00.0.00.01.0126,2026,Penyedia,E-Purchasing,Barang,Belanja Makanan dan Minuman Rapat (Edukasi Kesehatan Mata (Peringatan Hari Penglihatan Sedunia),63176144,APBD,Ya,7800000
